CÓD. IBGE,MUNICIPIO ,RRAS,REGIÃO DE SAÚDE,DRS
355180,SETE BARRAS,RRAS 7 , Vale do Ribeira, Registro
350075,ALAMBARI,RRAS 8 , Itapetininga, Sorocaba
350220,ANGATUBA,RRAS 8 , Itapetininga, Sorocaba
350945,CAMPINA DO MONTE ALEGRE,RRAS 8 , Itapetininga, Sorocaba
351020,CAPÃO BONITO,RRAS 8 , Itapetininga, Sorocaba
351150,CERQUILHO,RRAS 8 , Itapetininga, Sorocaba
351160,CESÁRIO LANGE,RRAS 8 , Itapetininga, Sorocaba
351850,GUAREÍ,RRAS 8 , Itapetininga, Sorocaba
352230,ITAPETININGA,RRAS 8 , Itapetininga, Sorocaba
354165,QUADRA,RRAS 8 , Itapetininga, Sorocaba
354325,RIBEIRÃO GRANDE,RRAS 8 , Itapetininga, Sorocaba
355020,SÃO MIGUEL ARCANJO,RRAS 8 , Itapetininga, Sorocaba
355110,SARAPUÍ,RRAS 8 , Itapetininga, Sorocaba
355400,TATUÍ,RRAS 8 , Itapetininga, Sorocaba
350270,APIAÍ,RRAS 8 , Itapeva, Sorocaba
350535,BARRA DO CHAPÉU,RRAS 8 , Itapeva, Sorocaba
350715,BOM SUCESSO DE ITARARÉ,RRAS 8 , Itapeva, Sorocaba
350800,BURI,RRAS 8 , Itapeva, Sorocaba
351760,GUAPIARA,RRAS 8 , Itapeva, Sorocaba
352170,ITABERÁ,RRAS 8 , Itapeva, Sorocaba
352215,ITAÓCA,RRAS 8 , Itapeva, Sorocaba
352240,ITAPEVA,RRAS 8 , Itapeva, Sorocaba
352265,ITAPIRAPUÃ PAULISTA,RRAS 8 , Itapeva, Sorocaba
352320,ITARARÉ,RRAS 8 , Itapeva, Sorocaba
353282,NOVA CAMPINA,RRAS 8 , Itapeva, Sorocaba
354280,RIBEIRA,RRAS 8 , Itapeva, Sorocaba
354300,RIBEIRÃO BRANCO,RRAS 8 , Itapeva, Sorocaba
354350,RIVERSUL,RRAS 8 , Itapeva, Sorocaba
355385,TAQUARIVAÍ,RRAS 8 , Itapeva, Sorocaba
350115,ALUMÍNIO,RRAS 8 , Sorocaba, Sorocaba
350275,ARAÇARIGUAMA,RRAS 8 , Sorocaba, Sorocaba
350290,ARAÇOIABA DA SERRA,RRAS 8 , Sorocaba, Sorocaba
350700,BOITUVA,RRAS 8 , Sorocaba, Sorocaba
351030,CAPELA DO ALTO,RRAS 8 , Sorocaba, Sorocaba
351970,IBIÚNA,RRAS 8 , Sorocaba, Sorocaba
352100,IPERÓ,RRAS 8 , Sorocaba, Sorocaba
352390,ITU,RRAS 8 , Sorocaba, Sorocaba
352585,JUMIRIM,RRAS 8 , Sorocaba, Sorocaba
352840,MAIRINQUE,RRAS 8 , Sorocaba, Sorocaba
353780,PIEDADE,RRAS 8 , Sorocaba, Sorocaba
353790,PILAR DO SUL,RRAS 8 , Sorocaba, Sorocaba
354060,PORTO FELIZ,RRAS 8 , Sorocaba, Sorocaba
354520,SALTO,RRAS 8 , Sorocaba, Sorocaba
354530,SALTO DE PIRAPORA,RRAS 8 , Sorocaba, Sorocaba
355060,SÃO ROQUE,RRAS 8 , Sorocaba, Sorocaba
355220,SOROCABA,RRAS 8 , Sorocaba, Sorocaba
355350,TAPIRAÍ,RRAS 8 , Sorocaba, Sorocaba
355450,TIETÊ,RRAS 8 , Sorocaba, Sorocaba
355700,VOTORANTIM,RRAS 8 , Sorocaba, Sorocaba
350070,AGUDOS,RRAS 9 , Bauru, Bauru
350340,AREALVA,RRAS 9 , Bauru, Bauru
350430,AVAÍ,RRAS 9 , Bauru, Bauru
350470,BALBINOS,RRAS 9 , Bauru, Bauru
350600,BAURU,RRAS 9 , Bauru, Bauru
350745,BOREBI,RRAS 9 , Bauru, Bauru
350830,CABRÁLIA PAULISTA,RRAS 9 , Bauru, Bauru
351450,DUARTINA,RRAS 9 , Bauru, Bauru
351910,IACANGA,RRAS 9 , Bauru, Bauru
352680,LENÇÓIS PAULISTA,RRAS 9 , Bauru, Bauru
352750,LUCIANÓPOLIS,RRAS 9 , Bauru, Bauru
352800,MACATUBA,RRAS 9 , Bauru, Bauru
353657,PAULISTÂNIA,RRAS 9 , Bauru, Bauru
353670,PEDERNEIRAS,RRAS 9 , Bauru, Bauru
353890,PIRAJUÍ,RRAS 9 , Bauru, Bauru
353940,PIRATININGA,RRAS 9 , Bauru, Bauru
354110,PRESIDENTE ALVES,RRAS 9 , Bauru, Bauru
354250,REGINÓPOLIS,RRAS 9 , Bauru, Bauru
350520,BARIRI,RRAS 9 , Jaú, Bauru
350530,BARRA BONITA,RRAS 9 , Jaú, Bauru
350680,BOCAINA,RRAS 9 , Jaú, Bauru
350730,BORACÉIA,RRAS 9 , Jaú, Bauru
350790,BROTAS,RRAS 9 , Jaú, Bauru
351410,DOIS CÓRREGOS,RRAS 9 , Jaú, Bauru
352000,IGARAÇU DO TIETÊ,RRAS 9 , Jaú, Bauru
352200,ITAJU,RRAS 9 , Jaú, Bauru
352290,ITAPUÍ,RRAS 9 , Jaú, Bauru
352530,JAÚ,RRAS 9 , Jaú, Bauru
352980,MINEIROS DO TIETÊ,RRAS 9 , Jaú, Bauru
355470,TORRINHA,RRAS 9 , Jaú, Bauru
350880,CAFELÂNDIA,RRAS 9 , Lins, Bauru
351700,GETULINA,RRAS 9 , Lins, Bauru
351720,GUAIÇARA,RRAS 9 , Lins, Bauru
352710,LINS,RRAS 9 , Lins, Bauru
354010,PONGAÍ,RRAS 9 , Lins, Bauru
354160,PROMISSÃO,RRAS 9 , Lins, Bauru
354460,SABINO,RRAS 9 , Lins, Bauru
355590,URU,RRAS 9 , Lins, Bauru
350230,ANHEMBI,RRAS 9 , Polo Cuesta, Bauru
350360,AREIÓPOLIS,RRAS 9 , Polo Cuesta, Bauru
350690,BOFETE,RRAS 9 , Polo Cuesta, Bauru
350750,BOTUCATU,RRAS 9 , Polo Cuesta, Bauru
351230,CONCHAS,RRAS 9 , Polo Cuesta, Bauru
352350,ITATINGA,RRAS 9 , Polo Cuesta, Bauru
352640,LARANJAL PAULISTA,RRAS 9 , Polo Cuesta, Bauru
353610,PARDINHO,RRAS 9 , Polo Cuesta, Bauru
353750,PEREIRAS,RRAS 9 , Polo Cuesta, Bauru
354050,PORANGABA,RRAS 9 , Polo Cuesta, Bauru
354105,PRATÂNIA,RRAS 9 , Polo Cuesta, Bauru
355010,SÃO MANUEL,RRAS 9 , Polo Cuesta, Bauru
355465,TORRE DE PEDRA,RRAS 9 , Polo Cuesta, Bauru
350055,ÁGUAS DE SANTA BÁRBARA,RRAS 9 , Vale do Jurumirim, Bauru
350310,ARANDU,RRAS 9 , Vale do Jurumirim, Bauru
350450,AVARÉ,RRAS 9 , Vale do Jurumirim, Bauru
350500,BARÃO DE ANTONINA,RRAS 9 , Vale do Jurumirim, Bauru
351140,CERQUEIRA CÉSAR,RRAS 9 , Vale do Jurumirim, Bauru
351260,CORONEL MACEDO,RRAS 9 , Vale do Jurumirim, Bauru
351540,FARTURA,RRAS 9 , Vale do Jurumirim, Bauru
351925,IARAS,RRAS 9 , Vale do Jurumirim, Bauru
352180,ITAÍ,RRAS 9 , Vale do Jurumirim, Bauru
352280,ITAPORANGA,RRAS 9 , Vale do Jurumirim, Bauru
352860,MANDURI,RRAS 9 , Vale do Jurumirim, Bauru
353580,PARANAPANEMA,RRAS 9 , Vale do Jurumirim, Bauru
353880,PIRAJU,RRAS 9 , Vale do Jurumirim, Bauru
355120,SARUTAIÁ,RRAS 9 , Vale do Jurumirim, Bauru
355300,TAGUAÍ,RRAS 9 , Vale do Jurumirim, Bauru
355380,TAQUARITUBA,RRAS 9 , Vale do Jurumirim, Bauru
355420,TEJUPÁ,RRAS 9 , Vale do Jurumirim, Bauru
